antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,lift_vs_baseline,antecedents_str,consequents_str,has_distress,conf_safe,conf_diff,safe_ant_present
frozenset({'Attr24=MID'}),frozenset({'Attr12=MID'}),0.3440366972477064,0.30504587155963303,0.25,0.7266666666666667,2.382155388471178,1.0,0.1450530258395758,2.542515104050123,0.8845191505741965,0.6264367816091955,0.6066886688668867,0.7731077694235589,8.713333333333333,Attr24=MID,Attr12=MID,False,0.6099959033183121,0.11667076334835458,True
frozenset({'Attr41=HIGH'}),frozenset({'Attr12=MID'}),0.3119266055045872,0.30504587155963303,0.22247706422018348,0.713235294117647,2.3381247235736398,1.0,0.12732514098139885,2.4234297812279455,0.8317525773195876,0.563953488372093,0.5873616773442049,0.7212793011941618,8.552280086346464,Attr41=HIGH,Attr12=MID,False,0.6107382550335572,0.1024970390840898,True
frozenset({'Attr12=MID'}),frozenset({'Attr41=HIGH'}),0.30504587155963303,0.3119266055045872,0.22247706422018348,0.7293233082706767,2.3381247235736398,1.0,0.12732514098139885,2.5420489296636086,0.8235174032867204,0.563953488372093,0.6066165413533835,0.7212793011941618,8.745188659722702,Attr12=MID,Attr41=HIGH,False,0.5903101560916278,0.13901315217904886,True
frozenset({'Attr45=MID'}),frozenset({'Attr12=MID'}),0.3516819571865443,0.30504587155963303,0.2400611620795107,0.682608695652174,2.237724746649232,1.0,0.13278203293774374,2.18958150056554,0.8531576733565678,0.5761467889908257,0.5432917204763955,0.73478805709927,8.185041882728362,Attr45=MID,Attr12=MID,False,0.6706342156688576,0.011974479983316355,True
frozenset({'Attr12=MID'}),frozenset({'Attr45=MID'}),0.30504587155963303,0.3516819571865443,0.2400611620795107,0.7869674185463659,2.237724746649232,1.0,0.13278203293774374,3.0432811656772794,0.7959050682138278,0.5761467889908257,0.6714072918144418,0.73478805709927,9.436389137982571,Attr12=MID,Attr45=MID,False,0.7652544090816946,0.02171300946467125,True
frozenset({'Attr21=LOW'}),frozenset({'Attr41=LOW'}),0.35015290519877673,0.5160550458715596,0.22553516819571864,0.6441048034934498,1.2481319747695294,1.0,0.04483699464130406,1.3597962514774584,0.30592223330009977,0.3520286396181384,0.26459570769262614,0.5405709202652434,7.723348423540724,Attr21=LOW,Attr41=LOW,True,0.40059347181008903,0.24351133168336075,True
frozenset({'Attr21=LOW'}),frozenset({'Attr45=LOW'}),0.35015290519877673,0.4709480122324159,0.2209480122324159,0.631004366812227,1.339859921737651,1.0,0.05604419755164641,1.4337621917015,0.39032770201506206,0.3681528662420382,0.30253426559305346,0.5500801054840356,7.566263370858539,Attr21=LOW,Attr45=LOW,True,0.45633743111487923,0.1746669356973478,True
frozenset({'Attr25=LOW'}),frozenset({'Attr24=LOW'}),0.47553516819571867,0.4877675840978593,0.30351681957186544,0.6382636655948553,1.308540555796349,1.0,0.07156617942747057,1.416038056405029,0.4495817758553584,0.46002317497103123,0.2938042904448816,0.6302603594431957,7.653308357178678,Attr25=LOW,Attr24=LOW,True,0.5707070707070707,0.06755659488778454,True
frozenset({'Attr24=LOW'}),frozenset({'Attr25=LOW'}),0.4877675840978593,0.47553516819571867,0.30351681957186544,0.622257053291536,1.308540555796349,1.0,0.07156617942747057,1.3884172725773087,0.4603180570698146,0.46002317497103123,0.2797554310573311,0.6302603594431957,7.461375859193005,Attr24=LOW,Attr25=LOW,True,0.5727192595857207,0.04953779370581535,True
frozenset({'Attr30=HIGH'}),frozenset({'Attr24=LOW'}),0.44036697247706424,0.4877675840978593,0.28211009174311924,0.6406249999999999,1.3133816614420062,1.0,0.06731335746149311,1.4253423746842173,0.42636278821804596,0.4366863905325443,0.2984141791044774,0.6094974529780564,7.681622706422017,Attr30=HIGH,Attr24=LOW,True,0.5023913043478261,0.1382336956521738,True
frozenset({'Attr41=LOW'}),frozenset({'Attr24=LOW'}),0.5160550458715596,0.4877675840978593,0.38073394495412843,0.7377777777777779,1.5125600835945665,1.0,0.12901902196784787,1.9534287047115544,0.7002226917147264,0.6110429447852762,0.4880796019900499,0.7591710205503309,8.846564729867483,Attr41=LOW,Attr24=LOW,True,0.5154410131081981,0.22233676466957975,True
frozenset({'Attr24=LOW'}),frozenset({'Attr41=LOW'}),0.4877675840978593,0.5160550458715596,0.38073394495412843,0.780564263322884,1.5125600835945665,1.0,0.12901902196784787,2.2054062909567493,0.6615536773961519,0.6110429447852762,0.5465688095202721,0.7591710205503309,9.359610019844123,Attr24=LOW,Attr41=LOW,True,0.5112384310268842,0.2693258322959998,True
frozenset({'Attr45=LOW'}),frozenset({'Attr24=LOW'}),0.4709480122324159,0.4877675840978593,0.4013761467889908,0.8522727272727273,1.7472926759760616,1.0,0.17166297262669622,3.467419430722184,0.8084007707129095,0.720164609053498,0.7116010854816824,0.8375783699059561,10.219453711426189,Attr45=LOW,Attr24=LOW,True,0.7293859649122807,0.1228867623604466,True
frozenset({'Attr24=LOW'}),frozenset({'Attr45=LOW'}),0.4877675840978593,0.4709480122324159,0.4013761467889908,0.822884012539185,1.7472926759760616,1.0,0.17166297262669622,2.987036886687776,0.8349452736318407,0.720164609053498,0.6652200699440086,0.8375783699059561,9.867058755859768,Attr24=LOW,Attr45=LOW,True,0.7329219920669899,0.08996202047219504,True
frozenset({'Attr55=LOW'}),frozenset({'Attr24=LOW'}),0.463302752293578,0.4877675840978593,0.28134556574923547,0.6072607260726073,1.2449796703808313,1.0,0.055361501557108006,1.304255647213014,0.3666387959866222,0.4200913242009133,0.23327914881040349,0.592031616954799,7.2815575135495205,Attr55=LOW,Attr24=LOW,True,0.48140043763676155,0.12586028843584574,True
frozenset({'Attr56=LOW'}),frozenset({'Attr24=LOW'}),0.44954128440366975,0.4877675840978593,0.35244648318042815,0.7840136054421769,1.6073507773015163,1.0,0.13317481693460148,2.3715957523658173,0.6864425162689806,0.6026143790849674,0.5783429789826379,0.7532920691787688,9.400970479935093,Attr56=LOW,Attr24=LOW,True,0.6344812554489975,0.14953234999317944,True
frozenset({'Attr24=LOW'}),frozenset({'Attr56=LOW'}),0.4877675840978593,0.44954128440366975,0.35244648318042815,0.7225705329153606,1.6073507773015163,1.0,0.13317481693460148,1.984139325143835,0.7376695697218895,0.6026143790849674,0.49600313479623825,0.7532920691787688,8.664217307526387,Attr24=LOW,Attr56=LOW,True,0.6414720141031292,0.0810985188122314,True
frozenset({'Attr24=LOW'}),frozenset({'Attr57=LOW'}),0.4877675840978593,0.43425076452599387,0.31422018348623854,0.6442006269592477,1.483476091659676,1.0,0.10240673718074611,1.5900793490414802,0.6362494098848821,0.5169811320754718,0.37110056765229193,0.6838960881275111,7.724497426015934,Attr24=LOW,Attr57=LOW,True,0.6300132216835611,0.014187405275686626,True
frozenset({'Attr57=LOW'}),frozenset({'Attr24=LOW'}),0.43425076452599387,0.4877675840978593,0.31422018348623854,0.7235915492957746,1.4834760916596759,1.0,0.10240673718074611,1.8531720524357702,0.5760636548957717,0.5169811320754718,0.4603846962371242,0.6838960881275111,8.6764601369686,Attr57=LOW,Attr24=LOW,True,0.6204427083333334,0.10314884096244126,True
frozenset({'Attr58=HIGH'}),frozenset({'Attr24=LOW'}),0.42201834862385323,0.4877675840978593,0.34785932721712537,0.8242753623188405,1.6898936895188768,1.0,0.14201245686390032,2.9149720987420773,0.7063317634746206,0.6190476190476188,0.656943543153796,0.7687207532597338,9.883742188538758,Attr58=HIGH,Attr24=LOW,True,0.6714254812892061,0.15284988102963437,True
frozenset({'Attr24=LOW'}),frozenset({'Attr58=HIGH'}),0.4877675840978593,0.42201834862385323,0.34785932721712537,0.713166144200627,1.6898936895188768,1.0,0.14201245686390032,2.015039855617386,0.7969952435624076,0.6190476190476188,0.5037319002836244,0.7687207532597338,8.551450921745133,Attr24=LOW,Attr58=HIGH,True,0.6840017628911415,0.02916438130948551,True
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr24=LOW'}),0.4288990825688073,0.4877675840978593,0.2622324159021407,0.6114081996434938,1.2534826412753761,1.0,0.053029346575765274,1.3181760794545916,0.3540927558631028,0.4007009345794393,0.24137600766222372,0.574512877251214,7.331289146183912,cash_to_current_liabilities=LOW,Attr24=LOW,True,0.4699891657638137,0.14141903387968008,True
frozenset({'retained_earnings_to_assets=LOW'}),frozenset({'Attr24=LOW'}),0.4487767584097859,0.4877675840978593,0.3287461773700306,0.7325383304940375,1.501818395432917,1.0,0.10984742212122064,1.915161962640488,0.606180047092217,0.5408805031446542,0.47785094968089703,0.703259760858304,8.783739430786303,retained_earnings_to_assets=LOW,Attr24=LOW,True,0.7119198082370887,0.020618522256948824,True
frozenset({'Attr24=LOW'}),frozenset({'retained_earnings_to_assets=LOW'}),0.4877675840978593,0.4487767584097859,0.3287461773700306,0.6739811912225706,1.5018183954329172,1.0,0.10984742212122064,1.6907712891084454,0.6523221103783409,0.5408805031446542,0.40855395023456637,0.703259760858304,8.081590980989906,Attr24=LOW,retained_earnings_to_assets=LOW,True,0.7199206698986338,-0.045939478676063183,True
frozenset({'working_capital_to_assets=LOW'}),frozenset({'Attr24=LOW'}),0.4648318042813456,0.4877675840978593,0.2889908256880734,0.6217105263157895,1.274604025738327,1.0,0.06226093950191247,1.3540752559500069,0.40256991685563104,0.43548387096774194,0.26148860958366066,0.6070935076720013,7.454822549492999,working_capital_to_assets=LOW,Attr24=LOW,True,0.5015323992994746,0.12017812701631492,True
frozenset({'Attr45=MID'}),frozenset({'Attr24=MID'}),0.3516819571865443,0.3440366972477064,0.22324159021406728,0.6347826086956522,1.8451014492753623,1.0,0.10225009118199928,1.79608999563128,0.706481002843112,0.4724919093851133,0.44323502584372154,0.6418357487922706,7.611567610690068,Attr45=MID,Attr24=MID,False,0.528157754485699,0.10662485420995316,True
frozenset({'Attr24=MID'}),frozenset({'Attr45=MID'}),0.3440366972477064,0.3516819571865443,0.22324159021406728,0.648888888888889,1.8451014492753626,1.0,0.10225009118199928,1.8464754383927537,0.6982469585209312,0.4724919093851133,0.45842767295597503,0.6418357487922706,7.780713557594292,Attr24=MID,Attr45=MID,False,0.608971732896354,0.03991715599253498,True
frozenset({'Attr25=LOW'}),frozenset({'Attr30=HIGH'}),0.47553516819571867,0.44036697247706424,0.286697247706422,0.6028938906752411,1.36907154340836,1.0,0.07728726538170186,1.409278312223749,0.51400583090379,0.45565006075334136,0.29041695219018493,0.6269677786709539,7.229195551491194,Attr25=LOW,Attr30=HIGH,True,0.5443566095740008,0.058537281101240346,True
frozenset({'Attr30=HIGH'}),frozenset({'Attr25=LOW'}),0.44036697247706424,0.47553516819571867,0.286697247706422,0.6510416666666666,1.36907154340836,1.0,0.07728726538170186,1.5029439956182387,0.4817049180327868,0.45565006075334136,0.3346392128279883,0.6269677786709539,7.806527140672783,Attr30=HIGH,Attr25=LOW,True,0.5389130434782609,0.11212862318840577,True
frozenset({'Attr25=LOW'}),frozenset({'Attr55=LOW'}),0.47553516819571867,0.463302752293578,0.29357798165137616,0.617363344051447,1.3325268218140143,1.0,0.07326122941391017,1.402628941484851,0.47581086005830914,0.4549763033175355,0.2870530684035508,0.6255133551940404,7.402696244726984,Attr25=LOW,Attr55=LOW,True,0.528546332894159,0.08881701115728802,True
frozenset({'Attr55=LOW'}),frozenset({'Attr25=LOW'}),0.463302752293578,0.47553516819571867,0.29357798165137616,0.6336633663366337,1.3325268218140143,1.0,0.07326122941391017,1.431647243573849,0.4649661680911681,0.4549763033175355,0.30150391132407706,0.6255133551940404,7.598146970660369,Attr55=LOW,Attr25=LOW,True,0.526695842450766,0.10696752388586772,True
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr25=LOW'}),0.4288990825688073,0.47553516819571867,0.27675840978593275,0.645276292335116,1.3569475729490863,1.0,0.07280181241758552,1.4785164353879492,0.46060485034058885,0.4409257003654081,0.3236463416535447,0.6136349307334744,7.737395542036666,cash_to_current_liabilities=LOW,Attr25=LOW,True,0.5042253521126762,0.1410509402224398,True
frozenset({'Attr25=LOW'}),frozenset({'retained_earnings_to_assets=LOW'}),0.47553516819571867,0.4487767584097859,0.3180428134556575,0.6688102893890675,1.4902961814666105,1.0,0.10463368216293054,1.6643730886850152,0.6272917133886522,0.5245901639344261,0.3991731740927882,0.6887492673521147,8.019587598454232,Attr25=LOW,retained_earnings_to_assets=LOW,True,0.6324110671936759,0.0363992221953916,True
frozenset({'retained_earnings_to_assets=LOW'}),frozenset({'Attr25=LOW'}),0.4487767584097859,0.47553516819571867,0.3180428134556575,0.7086882453151618,1.4902961814666105,1.0,0.10463368216293054,1.8003558846146965,0.5968406593406592,0.5245901639344261,0.44455426366214534,0.6887492673521147,8.497757216760702,retained_earnings_to_assets=LOW,Attr25=LOW,True,0.6275877097406842,0.0811005355744776,True
frozenset({'Attr25=LOW'}),frozenset({'working_capital_to_assets=LOW'}),0.47553516819571867,0.4648318042813456,0.3081039755351682,0.6479099678456592,1.3938589439837537,1.0,0.08706010530351918,1.5199754234566354,0.5387726164553026,0.48730350665054417,0.3420946256316032,0.6553694576070401,7.768975486002538,Attr25=LOW,working_capital_to_assets=LOW,True,0.5619235836627141,0.08598638418294513,True
frozenset({'working_capital_to_assets=LOW'}),frozenset({'Attr25=LOW'}),0.4648318042813456,0.47553516819571867,0.3081039755351682,0.6628289473684211,1.3938589439837537,1.0,0.08706010530351918,1.5554859401805028,0.5279971641261965,0.48730350665054417,0.35711408623599833,0.6553694576070401,7.947866368903912,working_capital_to_assets=LOW,Attr25=LOW,True,0.5602014010507881,0.10262754631763304,True
frozenset({'Attr29=LOW'}),frozenset({'Attr41=LOW'}),0.36926605504587157,0.5160550458715596,0.2530581039755352,0.6853002070393375,1.3279595123073384,1.0,0.062496493000028075,1.537798768710768,0.39155177149134857,0.40024183796856116,0.34971985909550307,0.5878352887048539,8.217315326609304,Attr29=LOW,Attr41=LOW,True,0.43511613040698915,0.2501840766323483,True
frozenset({'Attr55=MID'}),frozenset({'Attr29=LOW'}),0.3425076452599388,0.36926605504587157,0.231651376146789,0.6763392857142857,1.8315771960958296,1.0,0.10517492915860058,1.9487503954444796,0.6905364955100163,0.48248407643312097,0.48685064935064926,0.6518342391304348,8.109866480996068,Attr55=MID,Attr29=LOW,False,0.6435298935298936,0.03280939218439205,True
frozenset({'Attr29=LOW'}),frozenset({'Attr55=MID'}),0.36926605504587157,0.3425076452599388,0.231651376146789,0.6273291925465838,1.8315771960958296,1.0,0.10517492915860058,1.7642711518858307,0.7198319831983199,0.48248407643312097,0.4331937021522461,0.6518342391304348,7.522194996865918,Attr29=LOW,Attr55=MID,True,0.6697208608565949,-0.042391668310011066,True
frozenset({'Attr30=HIGH'}),frozenset({'Attr45=LOW'}),0.44036697247706424,0.4709480122324159,0.2652905198776758,0.6024305555555555,1.2791869588744587,1.0,0.057900569536795427,1.330715916830255,0.3899938583644352,0.41065088757396445,0.24852480732177248,0.5828711219336219,7.223639780835881,Attr30=HIGH,Attr45=LOW,True,0.49152173913043484,0.11090881642512063,True
frozenset({'Attr47=HIGH'}),frozenset({'Attr30=HIGH'}),0.3180428134556575,0.44036697247706424,0.20259938837920488,0.6370192307692307,1.446564503205128,1.0,0.06254383749964929,1.5417704599307367,0.4526778915305862,0.36451169188445665,0.3513950189155106,0.5485443376068375,7.638386556104446,Attr47=HIGH,Attr30=HIGH,False,0.4747899159663865,0.16222931480284425,True
frozenset({'Attr30=HIGH'}),frozenset({'Attr55=LOW'}),0.44036697247706424,0.463302752293578,0.29510703363914376,0.670138888888889,1.446438393839384,1.0,0.09108380327132959,1.6270400772573639,0.5515161810923299,0.4849246231155779,0.38538698955365636,0.653551292629263,8.035518603465851,Attr30=HIGH,Attr55=LOW,True,0.5750000000000001,0.09513888888888888,True
frozenset({'Attr55=LOW'}),frozenset({'Attr30=HIGH'}),0.463302752293578,0.44036697247706424,0.29510703363914376,0.636963696369637,1.4464383938393839,1.0,0.09108380327132959,1.541534612176814,0.5750852486603782,0.4849246231155779,0.3512957853162366,0.653551292629263,7.637720652799225,Attr55=LOW,Attr30=HIGH,True,0.5787746170678337,0.05818907930180328,True
frozenset({'Attr30=HIGH'}),frozenset({'cash_to_current_liabilities=LOW'}),0.44036697247706424,0.4288990825688073,0.34174311926605505,0.7760416666666666,1.8093805704099821,1.0,0.15287012877703898,2.550032003413697,0.7993178567499176,0.6478260869565218,0.6078480589022757,0.786416555258467,9.305380351681956,Attr30=HIGH,cash_to_current_liabilities=LOW,True,0.701304347826087,0.07473731884057966,True
frozenset({'cash_to_current_liabilities=LOW'}),frozenset({'Attr30=HIGH'}),0.4288990825688073,0.44036697247706424,0.34174311926605505,0.7967914438502675,1.8093805704099823,1.0,0.15287012877703898,2.7539835828102377,0.7832672973774292,0.6478260869565218,0.6368896291750681,0.786416555258467,9.554187312956877,cash_to_current_liabilities=LOW,Attr30=HIGH,True,0.6990249187432287,0.09776652510703876,True
frozenset({'Attr30=HIGH'}),frozenset({'working_capital_to_assets=LOW'}),0.44036697247706424,0.4648318042813456,0.29357798165137616,0.6666666666666666,1.4342105263157894,1.0,0.08888140728894875,1.6055045871559632,0.5409836065573771,0.48000000000000004,0.377142857142857,0.6491228070175439,7.993883792048929,Attr30=HIGH,working_capital_to_assets=LOW,True,0.5750000000000001,0.09166666666666656,True
frozenset({'working_capital_to_assets=LOW'}),frozenset({'Attr30=HIGH'}),0.4648318042813456,0.44036697247706424,0.29357798165137616,0.6315789473684211,1.4342105263157896,1.0,0.08888140728894875,1.519003931847969,0.5657142857142857,0.48000000000000004,0.3416738567730804,0.6491228070175439,7.573153066151619,working_capital_to_assets=LOW,Attr30=HIGH,True,0.5790280210157618,0.052550926352659344,True
frozenset({'Attr41=LOW'}),frozenset({'Attr45=LOW'}),0.5160550458715596,0.4709480122324159,0.37920489296636084,0.7348148148148148,1.5602886002886003,1.0,0.13616979491064166,1.9950284454922864,0.7420119247821435,0.6238993710691824,0.4987540141297367,0.77000481000481,8.811036357458375,Attr41=LOW,Attr45=LOW,True,0.5647633859142412,0.17005142890057356,True
frozenset({'Attr45=LOW'}),frozenset({'Attr41=LOW'}),0.4709480122324159,0.5160550458715596,0.37920489296636084,0.8051948051948051,1.5602886002886003,1.0,0.13616979491064166,2.4842507645259935,0.6787479022934925,0.6238993710691824,0.5974641472271803,0.77000481000481,9.654950554033123,Attr45=LOW,Attr41=LOW,True,0.5574561403508772,0.24773866484392792,True
frozenset({'Attr41=LOW'}),frozenset({'Attr56=LOW'}),0.5160550458715596,0.44954128440366975,0.34938837920489296,0.6770370370370371,1.5060619803476947,1.0,0.11740033106079736,1.7044019863647846,0.6943283520175884,0.5669975186104219,0.413283950617284,0.7271239606953892,8.118233095480802,Attr41=LOW,Attr56=LOW,True,0.6207509442346145,0.05628609280242258,True
frozenset({'Attr56=LOW'}),frozenset({'Attr41=LOW'}),0.44954128440366975,0.5160550458715596,0.34938837920489296,0.7772108843537414,1.5060619803476947,1.0,0.11740033106079736,2.172210939141396,0.6104303428154633,0.5669975186104219,0.5396395525034657,0.7271239606953892,9.319400237159083,Attr56=LOW,Attr41=LOW,True,0.6089799476896252,0.16823093666411626,True
