antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,lift_vs_baseline,antecedents_str,consequents_str,has_distress,conf_safe,conf_diff,safe_ant_present
"frozenset({'Attr41=LOW', 'Attr45=LOW'})",frozenset({'retained_earnings_to_assets=LOW'}),0.37920489296636084,0.4487767584097859,0.2392966360856269,0.6310483870967742,1.4061521129856571,1.0,0.06911829344705364,1.4940258351297608,0.4652732967154031,0.40649350649350646,0.3306675316540648,0.5821340742979613,7.566791210417284,Attr41=LOW & Attr45=LOW,retained_earnings_to_assets=LOW,True,0.6073957513768686,0.023652635719905613,True
"frozenset({'Attr41=LOW', 'retained_earnings_to_assets=LOW'})",frozenset({'Attr45=LOW'}),0.2897553516819572,0.4709480122324159,0.2392966360856269,0.8258575197889181,1.7536065517595858,1.0,0.10283692917730455,3.038040960059307,0.6050684889107459,0.45894428152492667,0.6708405142830995,0.6669872014529006,9.90271356297354,Attr41=LOW & retained_earnings_to_assets=LOW,Attr45=LOW,True,0.8004147226542251,0.025442797134692996,True
"frozenset({'Attr45=LOW', 'retained_earnings_to_assets=LOW'})",frozenset({'Attr41=LOW'}),0.29204892966360857,0.5160550458715596,0.2392966360856269,0.819371727748691,1.587760325770797,1.0,0.08858331229133351,2.679231485174843,0.5228920983445926,0.42069892473118276,0.6267586412247834,0.6415377157261974,9.824943561170084,Attr45=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,True,0.6007782101167316,0.21859351763195944,True
"frozenset({'Attr41=LOW', 'working_capital_to_assets=LOW'})",frozenset({'Attr45=LOW'}),0.2545871559633027,0.4709480122324159,0.21941896024464833,0.861861861861862,1.8300573300573304,1.0,0.09952164520382686,3.8298763462305576,0.6084803001876173,0.433534743202417,0.7388949643284906,0.6638854763854765,10.334435352783979,Attr41=LOW & working_capital_to_assets=LOW,Attr45=LOW,True,0.8204778156996587,0.04138404616220326,True
"frozenset({'Attr45=LOW', 'working_capital_to_assets=LOW'})",frozenset({'Attr41=LOW'}),0.2698776758409786,0.5160550458715596,0.21941896024464833,0.8130311614730878,1.575473717343406,1.0,0.08014722385882223,2.588372254656659,0.5002864075013227,0.38731443994601894,0.6136568075936792,0.6191081733291366,9.74891493619565,Attr45=LOW & working_capital_to_assets=LOW,Attr41=LOW,True,0.5582907570831398,0.25474040438994805,True
"frozenset({'Attr41=LOW', 'working_capital_to_assets=LOW'})",frozenset({'Attr55=LOW'}),0.2545871559633027,0.463302752293578,0.23623853211009174,0.927927927927928,2.002854339488003,1.0,0.11828760205369919,7.446674311926612,0.6717251680358477,0.49047619047619045,0.8657118657118659,0.718914459013469,11.126622034878917,Attr41=LOW & working_capital_to_assets=LOW,Attr55=LOW,True,0.8982935153583618,0.029634412569566226,True
"frozenset({'Attr41=LOW', 'Attr55=LOW'})",frozenset({'working_capital_to_assets=LOW'}),0.2415902140672783,0.4648318042813456,0.23623853211009174,0.9778481012658228,2.103660059960027,1.0,0.12393971700848226,24.159021406727824,0.6917606221943836,0.5024390243902439,0.9586075949367087,0.7430358927381746,11.725206131692023,Attr41=LOW & Attr55=LOW,working_capital_to_assets=LOW,True,0.9683590875643856,0.009489013701437177,True
"frozenset({'Attr41=LOW', 'Attr56=LOW'})",frozenset({'Attr57=LOW'}),0.34938837920489296,0.43425076452599387,0.21330275229357798,0.6105032822757112,1.405877276789842,1.0,0.06158058150735535,1.4525134865821394,0.4437368644942277,0.3739946380697051,0.3115382340765273,0.5508502326871514,7.32043843976472,Attr41=LOW & Attr56=LOW,Attr57=LOW,True,0.686471009305655,-0.07596772702994381,True
"frozenset({'Attr41=LOW', 'Attr57=LOW'})",frozenset({'Attr56=LOW'}),0.3012232415902141,0.44954128440366975,0.21330275229357798,0.7081218274111675,1.5752097793432092,1.0,0.07789046937687624,1.8859194256082965,0.5225759393896614,0.3968705547652916,0.4697546531302875,0.5913058116647674,8.490965398407301,Attr41=LOW & Attr57=LOW,Attr56=LOW,True,0.8790100824931255,-0.17088825508195804,True
"frozenset({'Attr56=LOW', 'Attr57=LOW'})",frozenset({'Attr41=LOW'}),0.27522935779816515,0.5160550458715596,0.21330275229357798,0.7749999999999999,1.5017777777777777,1.0,0.07126925342984597,2.1508664627930676,0.46100449162923646,0.36904761904761907,0.5350710900473932,0.5941666666666666,9.29288990825688,Attr56=LOW & Attr57=LOW,Attr41=LOW,True,0.6604683195592287,0.11453168044077122,True
"frozenset({'Attr41=LOW', 'Attr58=HIGH'})",frozenset({'Attr56=LOW'}),0.34785932721712537,0.44954128440366975,0.32492354740061163,0.9340659340659342,2.077820139044629,1.0,0.16854641865162867,8.348623853211025,0.7954210054479002,0.6877022653721683,0.8802197802197803,0.8284275248560964,11.200221796552073,Attr41=LOW & Attr58=HIGH,Attr56=LOW,True,0.9591390003648304,-0.025073066298896163,True
"frozenset({'Attr41=LOW', 'Attr56=LOW'})",frozenset({'Attr58=HIGH'}),0.34938837920489296,0.42201834862385323,0.32492354740061163,0.9299781181619257,2.2036438017315194,1.0,0.1774752405801981,8.254300458715603,0.8395271998341052,0.7277397260273972,0.8788510298357126,0.8499528271969048,11.151205508602173,Attr41=LOW & Attr56=LOW,Attr58=HIGH,True,0.9409448818897638,-0.010966763727838114,True
"frozenset({'Attr58=HIGH', 'Attr56=LOW'})",frozenset({'Attr41=LOW'}),0.38837920489296635,0.5160550458715596,0.32492354740061163,0.8366141732283465,1.6211723534558182,1.0,0.12449849900401205,2.961976345749974,0.6264705882352943,0.5606860158311345,0.6623875806993322,0.733121901428988,10.031694719352743,Attr56=LOW & Attr58=HIGH,Attr41=LOW,True,0.6655696202531646,0.17104455297518195,True
frozenset({'Attr41=LOW'}),"frozenset({'Attr58=HIGH', 'Attr56=LOW'})",0.5160550458715596,0.38837920489296635,0.32492354740061163,0.6296296296296297,1.6211723534558182,1.0,0.12449849900401205,1.651376146788991,0.7917479788123782,0.5606860158311345,0.39444444444444454,0.733121901428988,7.549779136935101,Attr41=LOW,Attr56=LOW & Attr58=HIGH,True,0.5840924239057987,0.04553720572383091,True
frozenset({'Attr58=HIGH'}),"frozenset({'Attr41=LOW', 'Attr56=LOW'})",0.42201834862385323,0.34938837920489296,0.32492354740061163,0.769927536231884,2.2036438017315194,1.0,0.1774752405801981,2.8278552336921186,0.9450233426704017,0.7277397260273972,0.6463751085679251,0.8499528271969048,9.232066879404334,Attr58=HIGH,Attr41=LOW & Attr56=LOW,True,0.5686783473934675,0.20124918883841658,True
frozenset({'Attr56=LOW'}),"frozenset({'Attr41=LOW', 'Attr58=HIGH'})",0.44954128440366975,0.34785932721712537,0.32492354740061163,0.7227891156462585,2.0778201390446287,1.0,0.16854641865162867,2.352507457646198,0.9423529411764706,0.6877022653721683,0.5749216450941455,0.8284275248560964,8.666838294951008,Attr56=LOW,Attr41=LOW & Attr58=HIGH,True,0.5730165649520489,0.14977255069420958,True
"frozenset({'Attr41=LOW', 'retained_earnings_to_assets=LOW'})",frozenset({'Attr56=LOW'}),0.2897553516819572,0.44954128440366975,0.23547400611620795,0.812664907651715,1.8077647945721822,1.0,0.10521701315826387,2.9383641297325225,0.6291222233095214,0.4673748103186645,0.6596745822339487,0.6682372157306193,9.744523250465976,Attr41=LOW & retained_earnings_to_assets=LOW,Attr56=LOW,True,0.857957490927942,-0.045292583276227094,True
"frozenset({'Attr41=LOW', 'Attr56=LOW'})",frozenset({'retained_earnings_to_assets=LOW'}),0.34938837920489296,0.4487767584097859,0.23547400611620795,0.6739606126914661,1.501772540716248,1.0,0.07867662187058702,1.6906645731995158,0.5135478505043722,0.4184782608695652,0.4085166177537277,0.5993312433133651,8.081344227410517,Attr41=LOW & Attr56=LOW,retained_earnings_to_assets=LOW,True,0.5923407301360057,0.08161988255546038,True
"frozenset({'retained_earnings_to_assets=LOW', 'Attr56=LOW'})",frozenset({'Attr41=LOW'}),0.28211009174311924,0.5160550458715596,0.23547400611620795,0.8346883468834689,1.6174405299608554,1.0,0.08988966978088267,2.9274702962851578,0.5317517945313474,0.4184782608695653,0.6584081480625236,0.6454923215898827,10.008602471345815,Attr56=LOW & retained_earnings_to_assets=LOW,Attr41=LOW,True,0.6953781512605042,0.13931019562296476,True
"frozenset({'Attr41=LOW', 'working_capital_to_assets=LOW'})",frozenset({'Attr56=LOW'}),0.2545871559633027,0.44954128440366975,0.2018348623853211,0.7927927927927929,1.7635594778451924,1.0,0.08738742530090061,2.656561627443161,0.5808391608391609,0.4018264840182648,0.6235735735735737,0.6208861923147638,9.50624018513927,Attr41=LOW & working_capital_to_assets=LOW,Attr56=LOW,True,0.847098976109215,-0.05430618331642212,True
"frozenset({'working_capital_to_assets=LOW', 'Attr56=LOW'})",frozenset({'Attr41=LOW'}),0.25382262996941896,0.5160550458715596,0.2018348623853211,0.7951807228915663,1.5408835341365463,1.0,0.07084841343321271,2.362790070156503,0.4704266020864383,0.35531628532974435,0.5767715411408668,0.5931459170013387,9.534873438708965,Attr56=LOW & working_capital_to_assets=LOW,Attr41=LOW,True,0.6387030365414308,0.15647768635013548,True
"frozenset({'Attr41=LOW', 'Attr58=HIGH'})",frozenset({'Attr57=LOW'}),0.34785932721712537,0.43425076452599387,0.2217125382262997,0.6373626373626373,1.4677294536449466,1.0,0.07065435943476514,1.560096376610138,0.4886607106763149,0.3956343792633015,0.35901395901395894,0.5739630088221637,7.642504284706119,Attr41=LOW & Attr58=HIGH,Attr57=LOW,True,0.7161619846771251,-0.07879934731448779,True
"frozenset({'Attr41=LOW', 'Attr57=LOW'})",frozenset({'Attr58=HIGH'}),0.3012232415902141,0.42201834862385323,0.2217125382262997,0.7360406091370558,1.7440962259986756,1.0,0.09459080324327357,2.1896612561750173,0.610548555044141,0.44207317073170727,0.5433083554910966,0.6307014639888178,8.825734643505799,Attr41=LOW & Attr57=LOW,Attr58=HIGH,True,0.8996333638863426,-0.1635927547492868,True
"frozenset({'Attr58=HIGH', 'Attr57=LOW'})",frozenset({'Attr41=LOW'}),0.27675840978593275,0.5160550458715596,0.2217125382262997,0.8011049723756906,1.5523634131368937,1.0,0.07888996436888027,2.433167686034658,0.4919807538091419,0.3882195448460508,0.5890131182739389,0.6153673010026601,9.605910081605758,Attr57=LOW & Attr58=HIGH,Attr41=LOW,True,0.618073047858942,0.18303192451674855,True
"frozenset({'Attr41=LOW', 'retained_earnings_to_assets=LOW'})",frozenset({'Attr58=HIGH'}),0.2897553516819572,0.42201834862385323,0.23623853211009174,0.8153034300791556,1.9319146495353905,1.0,0.11395645708834833,3.129357798165137,0.6791727193871685,0.49678456591639863,0.6804456171210788,0.6875430193874039,9.77616131296749,Attr41=LOW & retained_earnings_to_assets=LOW,Attr58=HIGH,True,0.8558838776568171,-0.04058044757766144,True
"frozenset({'Attr41=LOW', 'Attr58=HIGH'})",frozenset({'retained_earnings_to_assets=LOW'}),0.34785932721712537,0.4487767584097859,0.23623853211009174,0.6791208791208792,1.5132710560308518,1.0,0.0801273508589812,1.7178532529010098,0.5201022851007485,0.4215552523874489,0.41787809970889034,0.6027631652844601,8.143220082669625,Attr41=LOW & Attr58=HIGH,retained_earnings_to_assets=LOW,True,0.6023349142648667,0.07678596485601241,True
"frozenset({'retained_earnings_to_assets=LOW', 'Attr58=HIGH'})",frozenset({'Attr41=LOW'}),0.2691131498470948,0.5160550458715596,0.23623853211009174,0.8778409090909092,1.7010606060606064,1.0,0.09736133322110935,3.9615959035630497,0.563878620465532,0.4303621169916435,0.7475764756570445,0.6678093434343435,10.526037322768975,Attr58=HIGH & retained_earnings_to_assets=LOW,Attr41=LOW,True,0.6808247422680412,0.19701616682286793,True
"frozenset({'Attr41=LOW', 'working_capital_to_assets=LOW'})",frozenset({'Attr58=HIGH'}),0.2545871559633027,0.42201834862385323,0.20412844036697247,0.8018018018018018,1.899921660791226,1.0,0.09668798922649609,2.9161801501251046,0.6354364736387209,0.4320388349514563,0.6570856570856571,0.6427487269878575,9.614265641788577,Attr41=LOW & working_capital_to_assets=LOW,Attr58=HIGH,True,0.8614334470989761,-0.05963164529717424,True
"frozenset({'working_capital_to_assets=LOW', 'Attr58=HIGH'})",frozenset({'Attr41=LOW'}),0.2415902140672783,0.5160550458715596,0.20412844036697247,0.8449367088607594,1.6372995780590718,1.0,0.07945459136436328,3.120951132746676,0.513229430953244,0.36878453038674036,0.6795848581198631,0.6202461322081575,10.131488793403786,Attr58=HIGH & working_capital_to_assets=LOW,Attr41=LOW,True,0.6049856184084371,0.23995109045232232,True
"frozenset({'Attr45=LOW', 'Attr55=LOW'})",frozenset({'Attr56=LOW'}),0.26605504587155965,0.44954128440366975,0.20336391437308868,0.7643678160919539,1.7003284072249587,1.0,0.08376118732991047,2.3360930857014983,0.5611842105263156,0.39701492537313426,0.5719348659003829,0.6083743842364531,9.165401244331962,Attr45=LOW & Attr55=LOW,Attr56=LOW,True,0.7156443176414646,0.04872349845048929,True
"frozenset({'Attr55=LOW', 'Attr56=LOW'})",frozenset({'Attr45=LOW'}),0.24464831804281345,0.4709480122324159,0.20336391437308868,0.8312499999999999,1.765056818181818,1.0,0.08814727529482179,3.1351228904745714,0.5738333688472191,0.3970149253731343,0.6810332369942196,0.6315340909090909,9.967373853211008,Attr55=LOW & Attr56=LOW,Attr45=LOW,True,0.7996811902231667,0.031568809776833184,True
"frozenset({'Attr45=LOW', 'Attr55=LOW'})",frozenset({'Attr58=HIGH'}),0.26605504587155965,0.42201834862385323,0.20489296636085627,0.7701149425287356,1.824837581209395,1.0,0.09261285525909715,2.5142201834862377,0.6158582089552238,0.42405063291139233,0.6022623608830504,0.6278110944527736,9.23431403564273,Attr45=LOW & Attr55=LOW,Attr58=HIGH,True,0.7950546837850689,-0.02493974125633336,True
"frozenset({'Attr55=LOW', 'Attr58=HIGH'})",frozenset({'Attr45=LOW'}),0.23700305810397554,0.4709480122324159,0.20489296636085627,0.864516129032258,1.8356933389191454,1.0,0.09327684725378523,3.9049075287607393,0.5966559985642927,0.4072948328267478,0.7439119895580831,0.6497905320485966,10.366262207753774,Attr55=LOW & Attr58=HIGH,Attr45=LOW,True,0.8269040553907023,0.03761207364155572,True
"frozenset({'Attr45=LOW', 'Attr55=LOW'})",frozenset({'cash_to_current_liabilities=LOW'}),0.26605504587155965,0.4288990825688073,0.20565749235474007,0.7729885057471264,1.8022619706189686,1.0,0.0915467272676262,2.5157356869120893,0.6065055762081784,0.42031250000000003,0.6025019618704703,0.6262446985063618,9.268770431298112,Attr45=LOW & Attr55=LOW,cash_to_current_liabilities=LOW,True,0.7436994769377081,0.029289028809418305,True
"frozenset({'Attr45=LOW', 'cash_to_current_liabilities=LOW'})",frozenset({'Attr55=LOW'}),0.2545871559633027,0.463302752293578,0.20565749235474007,0.8078078078078079,1.7435851693277438,1.0,0.08770656229834752,2.7925028669724785,0.572124678295682,0.4014925373134329,0.6418983085649754,0.625851098623376,9.68628261288812,Attr45=LOW & cash_to_current_liabilities=LOW,Attr55=LOW,True,0.7588549247937894,0.04895288301401857,True
"frozenset({'Attr55=LOW', 'cash_to_current_liabilities=LOW'})",frozenset({'Attr45=LOW'}),0.3211009174311927,0.4709480122324159,0.20565749235474007,0.6404761904761904,1.3599721706864563,1.0,0.05443565356451477,1.471535330214472,0.38988244750326534,0.35071707953063885,0.32043765483071834,0.5385822510822511,7.679838357361293,Attr55=LOW & cash_to_current_liabilities=LOW,Attr45=LOW,True,0.5126188135037693,0.12785737697242117,True
"frozenset({'Attr45=LOW', 'working_capital_to_assets=LOW'})",frozenset({'Attr55=LOW'}),0.2698776758409786,0.463302752293578,0.25688073394495414,0.9518413597733711,2.0544694696098507,1.0,0.1318456639452347,11.144360496492183,0.7029730740463725,0.5393258426966292,0.9102685165008112,0.7531484026589628,11.413363827741248,Attr45=LOW & working_capital_to_assets=LOW,Attr55=LOW,True,0.9428704133766838,0.008970946396687385,True
"frozenset({'Attr45=LOW', 'Attr55=LOW'})",frozenset({'working_capital_to_assets=LOW'}),0.26605504587155965,0.4648318042813456,0.25688073394495414,0.9655172413793104,2.077132486388385,1.0,0.1332098869343209,15.519877675840998,0.706547619047619,0.5419354838709678,0.9355665024630541,0.7590744101633394,11.577348940208795,Attr45=LOW & Attr55=LOW,working_capital_to_assets=LOW,True,0.9652876842605802,0.0002295571187301837,True
"frozenset({'Attr45=LOW', 'Attr56=LOW'})",frozenset({'Attr57=LOW'}),0.34174311926605505,0.43425076452599387,0.231651376146789,0.6778523489932886,1.5609698459211647,1.0,0.08324916533400667,1.7561799184505609,0.5459458837869849,0.425561797752809,0.4305822601124615,0.6056515266093203,8.128009359029617,Attr45=LOW & Attr56=LOW,Attr57=LOW,True,0.7746999076638965,-0.0968475586706079,True
"frozenset({'Attr45=LOW', 'Attr57=LOW'})",frozenset({'Attr56=LOW'}),0.34327217125382264,0.44954128440366975,0.231651376146789,0.6748329621380846,1.501159038225535,1.0,0.07733636338130909,1.6928490637174816,0.5083507186574304,0.4128065395095368,0.40927988121752035,0.5950695422935321,8.091804417564006,Attr45=LOW & Attr57=LOW,Attr56=LOW,True,0.6966509825629671,-0.021818020424882456,True
"frozenset({'Attr56=LOW', 'Attr57=LOW'})",frozenset({'Attr45=LOW'}),0.27522935779816515,0.4709480122324159,0.231651376146789,0.8416666666666666,1.7871753246753246,1.0,0.10203265718373875,3.3413809753742134,0.6077202656974559,0.45022288261515603,0.700722543352601,0.6667748917748917,10.092278287461772,Attr56=LOW & Attr57=LOW,Attr45=LOW,True,0.8667355371900827,-0.02506887052341611,True
"frozenset({'Attr45=LOW', 'Attr58=HIGH'})",frozenset({'Attr56=LOW'}),0.3463302752293578,0.44954128440366975,0.32262996941896027,0.9315673289183224,2.0722620173897375,1.0,0.16694021266447834,8.043799940810903,0.791585599068762,0.681744749596123,0.8756806475349522,0.8246272018741272,11.170261457763738,Attr45=LOW & Attr58=HIGH,Attr56=LOW,True,0.8878504672897196,0.04371686162860278,True
"frozenset({'Attr45=LOW', 'Attr56=LOW'})",frozenset({'Attr58=HIGH'}),0.34174311926605505,0.42201834862385323,0.32262996941896027,0.9440715883668904,2.2370391985215448,1.0,0.1784081025727352,10.334311926605512,0.8400680350743928,0.7313691507798961,0.9032349703490644,0.8542821709950394,11.320197853169962,Attr45=LOW & Attr56=LOW,Attr58=HIGH,True,0.9941520467836257,-0.05008045841673525,True
"frozenset({'Attr58=HIGH', 'Attr56=LOW'})",frozenset({'Attr45=LOW'}),0.38837920489296635,0.4709480122324159,0.32262996941896027,0.8307086614173229,1.76390735249003,1.0,0.1397235548822116,3.1250977882085214,0.7080805687203794,0.6011396011396012,0.6800100131992173,0.757886798241129,9.9608827566279,Attr56=LOW & Attr58=HIGH,Attr45=LOW,True,0.8177215189873419,0.012987142429981002,True
frozenset({'Attr45=LOW'}),"frozenset({'Attr58=HIGH', 'Attr56=LOW'})",0.4709480122324159,0.38837920489296635,0.32262996941896027,0.6850649350649352,1.76390735249003,1.0,0.1397235548822116,1.9420536586903754,0.8185902528559298,0.6011396011396012,0.48508116883116903,0.757886798241129,8.214494221374956,Attr45=LOW,Attr56=LOW & Attr58=HIGH,True,0.7083333333333334,-0.023268398268398216,True
frozenset({'Attr58=HIGH'}),"frozenset({'Attr45=LOW', 'Attr56=LOW'})",0.42201834862385323,0.34174311926605505,0.32262996941896027,0.7644927536231885,2.2370391985215448,1.0,0.1784081025727352,2.7950599858856746,0.9567441510569473,0.7313691507798961,0.6422259253648438,0.8542821709950394,9.166899348490894,Attr58=HIGH,Attr45=LOW & Attr56=LOW,True,0.6986805104910232,0.06581224313216527,True
frozenset({'Attr56=LOW'}),"frozenset({'Attr45=LOW', 'Attr58=HIGH'})",0.44954128440366975,0.3463302752293578,0.32262996941896027,0.717687074829932,2.0722620173897375,1.0,0.16694021266447834,2.315408422681552,0.9400078988941548,0.681744749596123,0.5681107530731592,0.8246272018741272,8.605660612869,Attr56=LOW,Attr45=LOW & Attr58=HIGH,True,0.7040104620749783,0.013676612754953688,True
"frozenset({'Attr45=LOW', 'cash_to_current_liabilities=LOW'})",frozenset({'Attr56=LOW'}),0.2545871559633027,0.44954128440366975,0.20259938837920488,0.7957957957957958,1.7702396273824845,1.0,0.08815195129478438,2.695628710199677,0.5837097242380261,0.40396341463414626,0.629029029029029,0.6232380339523197,9.54224867068904,Attr45=LOW & cash_to_current_liabilities=LOW,Attr56=LOW,True,0.6967491508976225,0.09904664489817339,True
"frozenset({'cash_to_current_liabilities=LOW', 'Attr56=LOW'})",frozenset({'Attr45=LOW'}),0.2400611620795107,0.4709480122324159,0.20259938837920488,0.8439490445859872,1.792021672594921,1.0,0.08954306128365551,3.3902515134494147,0.581587639041798,0.39849624060150374,0.7050366334081954,0.6370719248903962,10.119645883246653,Attr56=LOW & cash_to_current_liabilities=LOW,Attr45=LOW,True,0.7991096271563717,0.0448394174296155,True
"frozenset({'Attr45=LOW', 'retained_earnings_to_assets=LOW'})",frozenset({'Attr56=LOW'}),0.29204892966360857,0.44954128440366975,0.2324159021406728,0.7958115183246073,1.7702746019873916,1.0,0.1011278511909772,2.6958362738179247,0.6146129362282597,0.45645645645645644,0.6290575916230364,0.6564091605228479,9.542437196791392,Attr45=LOW & retained_earnings_to_assets=LOW,Attr56=LOW,True,0.7482490272373541,0.04756249108725319,True
"frozenset({'Attr45=LOW', 'Attr56=LOW'})",frozenset({'retained_earnings_to_assets=LOW'}),0.34174311926605505,0.4487767584097859,0.2324159021406728,0.680089485458613,1.5154293815670627,1.0,0.07904953286760374,1.7230544684673128,0.5166995231982395,0.41643835616438357,0.4196352940081357,0.5989885246713849,8.154834472425755,Attr45=LOW & Attr56=LOW,retained_earnings_to_assets=LOW,True,0.5918744228993535,0.08821506255925948,True
"frozenset({'retained_earnings_to_assets=LOW', 'Attr56=LOW'})",frozenset({'Attr45=LOW'}),0.28211009174311924,0.4709480122324159,0.2324159021406728,0.8238482384823849,1.7493400908035055,1.0,0.09955671520354631,3.0033874382498245,0.5966874054144947,0.44640234948605,0.6670426241834674,0.6586773659944392,9.878620621068597,Attr56=LOW & retained_earnings_to_assets=LOW,Attr45=LOW,True,0.8079831932773108,0.015865045205074035,True
"frozenset({'Attr45=LOW', 'working_capital_to_assets=LOW'})",frozenset({'Attr56=LOW'}),0.2698776758409786,0.44954128440366975,0.20718654434250763,0.7677053824362605,1.7077527895010691,1.0,0.08586538731307689,2.369657641530543,0.5676242731013696,0.4044776119402984,0.5779981114258732,0.6142948680888786,9.205421420588921,Attr45=LOW & working_capital_to_assets=LOW,Attr56=LOW,True,0.7152810032512773,0.052424379184983216,True
"frozenset({'Attr45=LOW', 'Attr56=LOW'})",frozenset({'working_capital_to_assets=LOW'}),0.34174311926605505,0.4648318042813456,0.20718654434250763,0.6062639821029082,1.3042652772871774,1.0,0.048333473613332206,1.3592055879899916,0.35439782969258266,0.34566326530612235,0.2642761265580056,0.5259938331567172,7.269605730353221,Attr45=LOW & Attr56=LOW,working_capital_to_assets=LOW,True,0.4739919975377039,0.13227198456520434,True
"frozenset({'working_capital_to_assets=LOW', 'Attr56=LOW'})",frozenset({'Attr45=LOW'}),0.25382262996941896,0.4709480122324159,0.20718654434250763,0.8162650602409638,1.7332381473947738,1.0,0.08764928129880574,2.8794304908006207,0.5669499727784162,0.4002954209748892,0.6527091023051743,0.6281000625880143,9.787692052614126,Attr56=LOW & working_capital_to_assets=LOW,Attr45=LOW,True,0.7925887802367473,0.02367628000421651,True
"frozenset({'Attr45=LOW', 'Attr58=HIGH'})",frozenset({'Attr57=LOW'}),0.3463302752293578,0.43425076452599387,0.23700305810397554,0.6843267108167771,1.5758791157541276,1.0,0.08660887130712905,1.7921986270610126,0.559049235993209,0.43600562587904357,0.44202613209235736,0.6150506793520505,8.205642303096583,Attr45=LOW & Attr58=HIGH,Attr57=LOW,True,0.7757009345794392,-0.09137422376266213,True
"frozenset({'Attr45=LOW', 'Attr57=LOW'})",frozenset({'Attr58=HIGH'}),0.34327217125382264,0.42201834862385323,0.23700305810397554,0.6904231625835189,1.6360027113392077,1.0,0.09213590326291277,1.867005478186258,0.5919561380449885,0.44862518089725034,0.4643829320889453,0.6260086827410347,8.278743793547331,Attr45=LOW & Attr57=LOW,Attr58=HIGH,True,0.7810683642402437,-0.09064520165672485,True
"frozenset({'Attr58=HIGH', 'Attr57=LOW'})",frozenset({'Attr45=LOW'}),0.27675840978593275,0.4709480122324159,0.23700305810397554,0.8563535911602209,1.8183611968142355,1.0,0.1066642351466861,3.6830157609974106,0.6222737502557457,0.46407185628742503,0.7284833775109378,0.6798001722034871,10.268386638957878,Attr57=LOW & Attr58=HIGH,Attr45=LOW,True,0.8885390428211588,-0.03218545166093789,True
"frozenset({'Attr45=LOW', 'cash_to_current_liabilities=LOW'})",frozenset({'Attr58=HIGH'}),0.2545871559633027,0.42201834862385323,0.20336391437308868,0.7987987987987989,1.8928058493275886,1.0,0.09592346323261229,2.8726550732575666,0.6327819548872181,0.42972536348949913,0.6518899852233188,0.6403414283849067,9.57825715623881,Attr45=LOW & cash_to_current_liabilities=LOW,Attr58=HIGH,True,0.7787481804949054,0.02005061830389354,True
"frozenset({'cash_to_current_liabilities=LOW', 'Attr58=HIGH'})",frozenset({'Attr45=LOW'}),0.231651376146789,0.4709480122324159,0.20336391437308868,0.8778877887788779,1.864086408640864,1.0,0.09426815924585472,4.33250681874535,0.6032992930086409,0.40735068912710565,0.7691867452641217,0.6548529852985299,10.52659944893572,Attr58=HIGH & cash_to_current_liabilities=LOW,Attr45=LOW,True,0.8385579937304075,0.03932979504847034,True
"frozenset({'Attr45=LOW', 'retained_earnings_to_assets=LOW'})",frozenset({'Attr58=HIGH'}),0.29204892966360857,0.42201834862385323,0.23776758409785934,0.8141361256544503,1.9291486455725015,1.0,0.11451757708385939,3.1097040961364515,0.6803247380080977,0.4991974317817015,0.6784259951799219,0.6887709613779498,9.762164369085932,Attr45=LOW & retained_earnings_to_assets=LOW,Attr58=HIGH,True,0.8159533073929961,-0.0018171817385458366,True
"frozenset({'Attr45=LOW', 'Attr58=HIGH'})",frozenset({'retained_earnings_to_assets=LOW'}),0.3463302752293578,0.4487767584097859,0.23776758409785934,0.6865342163355409,1.5297900425330282,1.0,0.08234260584125919,1.7584797777490635,0.5298019969537995,0.42661179698216745,0.4313269833105236,0.6081734114045678,8.232112116977541,Attr45=LOW & Attr58=HIGH,retained_earnings_to_assets=LOW,True,0.5764156129741617,0.11011860336137924,True
"frozenset({'retained_earnings_to_assets=LOW', 'Attr58=HIGH'})",frozenset({'Attr45=LOW'}),0.2691131498470948,0.4709480122324159,0.23776758409785934,0.8835227272727274,1.8760515053128692,1.0,0.11102928111176577,4.542104870589996,0.6389027163018473,0.47336377473363783,0.7798377561744616,0.6941964285714286,10.594167014178483,Attr58=HIGH & retained_earnings_to_assets=LOW,Attr45=LOW,True,0.8647422680412371,0.0187804592314903,True
"frozenset({'Attr45=LOW', 'working_capital_to_assets=LOW'})",frozenset({'Attr58=HIGH'}),0.2698776758409786,0.42201834862385323,0.20795107033639143,0.7705382436260623,1.825840620766104,1.0,0.09405773924753807,2.5188583078491327,0.6194949183862027,0.4296998420221169,0.602994738972076,0.631645933407234,9.239389765314343,Attr45=LOW & working_capital_to_assets=LOW,Attr58=HIGH,True,0.7979563399907106,-0.027418096364648314,True
"frozenset({'Attr45=LOW', 'Attr58=HIGH'})",frozenset({'working_capital_to_assets=LOW'}),0.3463302752293578,0.4648318042813456,0.20795107033639143,0.6004415011037528,1.291739281979784,1.0,0.04696574362427405,1.3393988544781796,0.3455108359133127,0.3447401774397972,0.2533964049195838,0.5239049610781922,7.199789375620229,Attr45=LOW & Attr58=HIGH,working_capital_to_assets=LOW,True,0.4722374931280923,0.1282040079756605,True
