antecedents_str,consequents_str,support,confidence,lift,lift_vs_baseline,conf_safe,conf_diff
Attr30=HIGH & Attr38=LOW,Attr46=LOW,0.21572212065813529,0.8222996515679443,1.4993263646922186,9.423373612163909,0.6766081871345029,0.1456914644334414
Attr38=LOW & retained_earnings_to_assets=LOW,Attr46=LOW,0.20840950639853748,0.8172043010752689,1.490035842293907,9.364982013327829,0.6181613085166385,0.19904299255863034
Attr38=LOW & Attr63=LOW,Attr46=LOW,0.22486288848263253,0.8065573770491804,1.4706229508196724,9.24297059969431,0.6269762845849802,0.17958109246420018
Attr63=LOW & retained_earnings_to_assets=LOW,Attr12=LOW,0.20292504570383912,0.8043478260869565,1.5941241335853813,9.21764963039504,0.650105708245243,0.1542421178417135
Attr25=LOW & Attr38=LOW,Attr46=LOW,0.24314442413162707,0.8036253776435045,1.46527693856999,9.209370529722683,0.6040205703599812,0.19960480728352326
Attr57=LOW,Attr13=LOW,0.3491773308957952,0.8025210084033613,1.5268834490317864,9.19671470050543,0.6888828189019394,0.1136381895014219
Attr24=LOW & Attr38=LOW,Attr46=LOW,0.20749542961608775,0.8021201413427562,1.4625323910482924,9.192120851932481,0.6377171215880894,0.16440301975466687
Attr63=LOW & retained_earnings_to_assets=LOW,Attr46=LOW,0.2020109689213894,0.8007246376811594,1.459987922705314,9.17612868611398,0.6511627906976744,0.14956184698348507
Attr38=LOW & Attr52=HIGH,Attr46=LOW,0.2129798903107861,0.8006872852233677,1.4599198167239407,9.175700635142011,0.616979269496545,0.18370801572682272
Attr35=LOW & Attr38=LOW,Attr46=LOW,0.21846435100548445,0.7993311036789297,1.4574470457079152,9.160159092159727,0.6296018031555222,0.1697293005234075
Attr57=LOW,Attr35=LOW,0.34552102376599636,0.7941176470588235,1.4749825227204634,9.100414023013226,0.6383501775471182,0.15576746951170528
Attr63=LOW & retained_earnings_to_assets=LOW,Attr13=LOW,0.20018281535648993,0.7934782608695652,1.5096786389413988,9.093086797551862,0.6072938689217758,0.18618439194778935
Attr30=HIGH & retained_earnings_to_assets=LOW,Attr12=LOW,0.2020109689213894,0.7921146953405018,1.5698794867799077,9.077460635725659,0.65041928721174,0.1416954081287618
Attr25=LOW & Attr63=LOW,Attr46=LOW,0.21480804387568556,0.7912457912457912,1.4427048260381594,9.06750318541909,0.6574122577265584,0.13383353351923277
Attr25=LOW & Attr52=HIGH,Attr46=LOW,0.20292504570383912,0.7900355871886121,1.4404982206405694,9.05363451241648,0.657556270096463,0.1324793170921491
Attr12=LOW & Attr38=LOW,Attr46=LOW,0.2093235831809872,0.7869415807560138,1.4348568155784653,9.018177877457171,0.639210347174949,0.14773123358106488
Attr25=LOW & Attr30=HIGH,Attr46=LOW,0.21755027422303475,0.7803278688524591,1.4227978142076505,8.942386189948152,0.6480532786885246,0.1322745901639345
Attr35=LOW & Attr52=HIGH,Attr46=LOW,0.20109689213893966,0.7773851590106007,1.417432273262662,8.908663380727514,0.6595441595441596,0.11784099946644111
Attr13=LOW & Attr38=LOW,Attr46=LOW,0.21846435100548445,0.7759740259740259,1.4148593073593072,8.892492105700514,0.5830721003134796,0.19290192566054631
Attr30=HIGH & Attr49=LOW,Attr46=LOW,0.2056672760511883,0.7679180887372015,1.400170648464164,8.800172832265352,0.6453940066592675,0.12252408207793397
Attr53=LOW & cash_to_current_liabilities=LOW,Attr38=LOW,0.2230347349177331,0.7672955974842768,1.6822071816589155,8.793039219067987,0.6476614699331849,0.11963412755109193
Attr49=LOW & Attr63=LOW,Attr46=LOW,0.20658135283363802,0.7661016949152543,1.3968587570621471,8.779357357543457,0.6521739130434782,0.1139277818717761
Attr30=HIGH & Attr35=LOW,Attr46=LOW,0.22120658135283364,0.7610062893081762,1.387568134171908,8.720965127108412,0.6444879321591651,0.11651835714901104
Attr55=LOW & Attr63=LOW,Attr38=LOW,0.21663619744058502,0.7596153846153847,1.6653691999383384,8.705025664463507,0.6584914391485422,0.10112394546684245
Attr35=LOW & Attr53=LOW,Attr38=LOW,0.20658135283363802,0.7583892617449665,1.66268106683165,8.690974565353422,0.6482712765957446,0.11011798514922189
Attr13=LOW & Attr63=LOW,Attr46=LOW,0.21480804387568556,0.7580645161290321,1.3822043010752687,8.687253051836997,0.6455927051671733,0.11247181096185888
Attr12=LOW & Attr53=LOW,Attr38=LOW,0.20018281535648993,0.7577854671280276,1.6613573167095437,8.684055211502818,0.6294820717131474,0.12830339541488023
