antecedents_str,consequents_str,support,confidence,lift,lift_vs_baseline,conf_safe,conf_diff
Attr57=LOW,Attr13=LOW,0.3472998137802607,0.8073593073593074,1.545639743500706,9.407164220013382,0.6818429661941112,0.12551634116519617
Attr57=LOW,Attr35=LOW,0.3463687150837989,0.8051948051948052,1.496157821417337,9.38194394060316,0.63113413304253,0.17406067215227528
Attr30=HIGH & retained_earnings_to_assets=LOW,Attr35=LOW,0.20577281191806332,0.7978339350180507,1.4824803567636442,9.296176781020378,0.5736392742796158,0.22419466073843486
Attr52=HIGH & Attr55=LOW,Attr38=LOW,0.20763500931098697,0.7935943060498222,1.7394291524438958,9.246777603265805,0.6497674418604651,0.14382686418935708
Attr38=LOW & Attr63=LOW,Attr25=LOW,0.22811918063314712,0.7928802588996764,1.6929491015074603,9.238457690754702,0.6797613127797116,0.11311894611996476
Attr63=LOW & working_capital_to_assets=LOW,Attr38=LOW,0.22439478584729983,0.792763157894737,1.737607411385607,9.237093256885231,0.6723818350324375,0.12038132286229941
Attr55=LOW & Attr63=LOW,Attr38=LOW,0.21973929236499068,0.7919463087248322,1.7358170113683056,9.227575518978165,0.6589327146171693,0.1330135941076629
Attr52=HIGH & working_capital_to_assets=LOW,Attr38=LOW,0.21042830540037244,0.7902097902097902,1.7320108462965604,9.207342006224687,0.6623316302833256,0.12787815992646456
Attr30=HIGH & retained_earnings_to_assets=LOW,Attr12=LOW,0.20204841713221602,0.7833935018050543,1.552333248964259,9.127920187698741,0.6467449306296692,0.1366485711753851
Attr30=HIGH & retained_earnings_to_assets=LOW,net_profit_to_assets=LOW,0.20204841713221602,0.7833935018050543,1.5844908115605052,9.127920187698741,0.66008537886873,0.12330812293632432
Attr63=LOW & net_profit_to_assets=LOW,Attr25=LOW,0.21415270018621974,0.7796610169491525,1.6647235232671764,9.084430136035097,0.6605504587155964,0.1191105582335561
Attr63=LOW & retained_earnings_to_assets=LOW,Attr35=LOW,0.20391061452513967,0.7793594306049824,1.4481522983905726,9.080916121592876,0.583737210554658,0.19562222005032437
Attr38=LOW & Attr52=HIGH,Attr25=LOW,0.2132216014897579,0.7762711864406779,1.6574855949051455,9.04493261370451,0.6695000000000001,0.10677118644067785
Attr30=HIGH & retained_earnings_to_assets=LOW,Attr13=LOW,0.20018621973929238,0.7761732851985561,1.4859360219309257,9.043791891037925,0.6051227321237993,0.1710505530747568
net_profit_to_assets=LOW & working_capital_to_assets=LOW,Attr38=LOW,0.20949720670391062,0.7758620689655172,1.7005629838142153,9.040165671354266,0.6724941724941725,0.1033678964713447
Attr63=LOW & retained_earnings_to_assets=LOW,net_profit_to_assets=LOW,0.20297951582867785,0.7758007117437723,1.5691336429619802,9.039450751174643,0.6612816370490038,0.11451907469476852
cash_to_current_liabilities=LOW & working_capital_to_assets=LOW,Attr38=LOW,0.2271880819366853,0.7721518987341772,1.6924308964091965,8.99693562454329,0.6299794661190966,0.1421724326150806
Attr63=LOW & retained_earnings_to_assets=LOW,Attr12=LOW,0.2011173184357542,0.7686832740213524,1.5231841998135287,8.956520010338178,0.6429725363489499,0.12571073767240248
Attr35=LOW & working_capital_to_assets=LOW,Attr38=LOW,0.20670391061452514,0.7655172413793104,1.6778888106966925,8.919630129069544,0.6606182795698925,0.10489896180941793
Attr55=LOW & cash_to_current_liabilities=LOW,Attr38=LOW,0.22253258845437615,0.7635782747603833,1.673638912433983,8.89703773775739,0.6230323115161557,0.14054596324422763
Attr12=LOW & working_capital_to_assets=LOW,Attr38=LOW,0.20670391061452514,0.7602739726027398,1.6663964215823315,8.858536772021122,0.6584633853541417,0.10181058724859804
Attr63=LOW & working_capital_to_assets=LOW,Attr25=LOW,0.21508379888268156,0.7598684210526316,1.6224625928638696,8.853811379006174,0.6380908248378128,0.12177759621481887
