antecedents_str,consequents_str,support,confidence,lift,lift_vs_baseline,conf_safe,conf_diff
Attr24=LOW & cash_to_current_liabilities=LOW,Attr54=LOW,0.21173235563703025,0.8619402985074627,1.8366735657649254,10.10231952063696,0.7548131370328425,0.1071271614746202
Attr15=LOW & cash_to_current_liabilities=LOW,Attr54=LOW,0.21173235563703025,0.8523985239852399,1.8163413860701108,9.990485725205556,0.7421875,0.11021102398523985
Attr35=LOW & cash_to_current_liabilities=LOW,Attr54=LOW,0.21906507791017416,0.8475177304964538,1.805941101507092,9.933280678146795,0.7290502793296089,0.11846745116684498
Attr13=LOW & cash_to_current_liabilities=LOW,Attr55=LOW,0.21906507791017416,0.8445229681978799,1.8576099965804171,9.898180746421897,0.7408829174664108,0.10364005073146909
Attr13=LOW & cash_to_current_liabilities=LOW,Attr54=LOW,0.21723189734188816,0.8374558303886925,1.7845006073321554,9.815350782016692,0.7229686500319897,0.1144871803567028
Attr49=LOW & cash_to_current_liabilities=LOW,Attr54=LOW,0.20256645279560037,0.837121212121212,1.7837875828598482,9.811428908702052,0.7247596153846154,0.11236159673659663
Attr54=LOW & Attr56=LOW,Attr38=LOW,0.20531622364802934,0.8028673835125449,1.7448771223350328,9.409958966979755,0.6865203761755486,0.11634700733699632
Attr57=LOW,Attr35=LOW,0.3391384051329056,0.800865800865801,1.4709504861020015,9.386499537736935,0.6266631186801491,0.17420268218565182
Attr57=LOW,Attr13=LOW,0.3363886342804766,0.7943722943722943,1.5098609288504758,9.310392784728256,0.6769558275678553,0.11741646680443896
Attr63=LOW & retained_earnings_to_assets=LOW,Attr12=LOW,0.2071494042163153,0.7874564459930314,1.5451708319755348,9.229335999003567,0.6469973890339425,0.1404590569590889
Attr63=LOW & retained_earnings_to_assets=LOW,Attr35=LOW,0.20623281393217233,0.7839721254355402,1.4399218667511353,9.188498229096473,0.5921671018276762,0.191805023607864
Attr55=LOW & retained_earnings_to_assets=LOW,Attr12=LOW,0.2071494042163153,0.7820069204152249,1.5344776082248388,9.16546516164022,0.6502169197396963,0.1317900006755286
