thresh,cov_train,prec_train,lift_train,cov_holdout,prec_holdout,lift_holdout
1,0.9748427672955975,0.0908253808806295,1.0371883117635228,0.9732824427480916,0.0846613545816733,1.0424333201544964
3,0.9254267744833783,0.1014878313134299,1.1589490889431213,0.9045801526717557,0.09261430246189918,1.1403577852751403
5,0.8481581311769991,0.10787338589875443,1.2318694831744554,0.8320610687022901,0.09815398469158038,1.208567765706253
10,0.7097933513027853,0.11755952380952381,1.342481174859881,0.7099236641221374,0.10807669959325973,1.3307459270528852
20,0.5876010781671159,0.13069544364508393,1.4924879503405362,0.6068702290076335,0.12306501547987617,1.515296717320918
