K,inertia,silhouette,davies_bouldin,min_cluster_n,eligible
2,19019.54940189126,0.3445453239609087,1.6818537980922879,234,False
3,17341.481577142342,0.17396535873236654,1.9519073320177232,140,True
4,16241.493418693848,0.18101532125933792,1.840795536845317,29,False
5,15225.751378373994,0.19171420221514707,1.7183360216938908,28,False
6,14363.43314858204,0.1668013986716621,1.7753139356417142,29,False
7,13802.321774066077,0.1633153792996659,1.7393270614928942,21,False
8,13261.625955413932,0.17286723850877578,1.6240403399853776,8,False
