feature,coef,se,p_value,OR_mle,OR_ci_low,OR_ci_high,direction,converged,n_iter,rank_biserial,OR_mle_standard,fdr_q,sig_fdr
Attr49,-0.26499188743352814,0.023882732677113893,0.0,0.7672121740103689,0.7321270728238761,0.8039786285724697,risk-reducing,True,6,0.16799662318345365,0.7673710144992959,0.0,True
equity_to_assets,-0.288061510772289,0.02727688884415763,0.0,0.7497154752428307,0.7106869578025385,0.7908873064964184,risk-reducing,True,6,0.1830553102240321,0.7497180472192049,0.0,True
total_liabilities_to_assets,0.2817403405281831,0.02746178664338239,0.0,1.3254345136747627,1.2559801047533632,1.3987296800256503,risk-increasing,True,6,-0.17808558105308214,1.3253067433276016,0.0,True
Attr48,-0.26916499308700964,0.026014642614149413,0.0,0.7640171876939884,0.7260381221543755,0.8039829387467285,risk-reducing,True,6,0.17472264891206402,0.7638703104211125,0.0,True
Attr38,-0.33302863235540925,0.027655303097275936,0.0,0.7167496716305587,0.6789335434221541,0.7566721319925733,risk-reducing,True,6,0.19998443655024511,0.7165495636860807,0.0,True
Attr42,-0.30294315336699346,0.02450502951525413,0.0,0.7386410844356817,0.7040033751017373,0.7749830056389646,risk-reducing,True,6,0.20912263554428767,0.7385212787100662,0.0,True
Attr32,0.24050455739597917,0.02320785606534062,0.0,1.2718907303256888,1.2153328566324906,1.3310806344616077,risk-increasing,True,6,-0.16869092417588982,1.2712828908272258,0.0,True
Attr11,-0.3322489180865495,0.03006044350522511,0.0,0.7173087495089047,0.6762676801823609,0.7608405032505485,risk-reducing,True,6,0.21146788920470527,0.7176494881160013,0.0,True
Attr22,-0.36955967711103155,0.029986521464848957,0.0,0.6910385437444125,0.6515949325593936,0.7328698322816845,risk-reducing,True,6,0.21768664979711416,0.6912564492434846,0.0,True
Attr31,-0.2749949643959707,0.025741915693722518,0.0,0.7595759481390431,0.7222035951855801,0.7988822332614802,risk-reducing,True,6,0.21802165143862218,0.7594932289206643,0.0,True
Attr62,0.2532603480487174,0.023889416638604874,0.0,1.2882186183835949,1.2292914565596866,1.3499705052815216,risk-increasing,True,6,-0.18196344704257728,1.2879446811400719,0.0,True
Attr23,-0.2892705213001844,0.02433080033715075,0.0,0.7488096090515596,0.7139388149398203,0.7853835915269765,risk-reducing,True,6,0.23713652220992265,0.7487529986654626,0.0,True
Attr25,-0.2985984335950024,0.02538758596995755,0.0,0.741857254579449,0.7058467113829106,0.779704966102194,risk-reducing,True,6,0.2277328243245741,0.7419195336131161,0.0,True
