factor_id,layer,hit_rate_train,hit_rate_holdout,hit_rate_gap
L1-40,1,0.10885831523050929,0.10787992495309569,0.0009783902774136016
L1-41,1,0.1112183353437877,0.0965583173996176,0.0146600179441701
L1-42,1,0.12225705329153605,0.11400966183574879,0.008247391455787262
L1-43,1,0.14061746261456826,0.12861136999068035,0.01200609262388791
L1-44,1,0.10784077201447527,0.09289099526066351,0.014949776753811761
L2-01,2,0.14966367713004483,0.13592233009708737,0.013741347032957457
L2-02,2,0.13023469857340084,0.11565836298932385,0.014576335584076991
L2-03,2,0.14845791949817042,0.1279826464208243,0.020475273077346118
L2-04,2,0.14754098360655737,0.11825726141078838,0.029283722195768996
L2-05,2,0.12658227848101267,0.11504424778761062,0.011538030693402049
L2-06,2,0.11242460796139928,0.10102899906454631,0.011395608896852968
L2-07,2,0.13297613248904042,0.12710280373831775,0.005873328750722662
L2-08,2,0.18220338983050846,0.1507537688442211,0.03144962098628737
L2-09,2,0.13854266538830298,0.125,0.013542665388302982
L2-10,2,0.13840550384459732,0.1256198347107438,0.012785669133853511
L2-11,2,0.16150178784266986,0.14146341463414633,0.02003837320852353
L2-12,2,0.12958963282937366,0.1099290780141844,0.01966055481518926
L2-13,2,0.13344666383340417,0.11846689895470383,0.014979764878700341
L2-14,2,0.13456850316918575,0.1189083820662768,0.015660121102908958
L2-15,2,0.14320987654320988,0.11812627291242363,0.025083603630786253
L2-16,2,0.1719214753123141,0.13399503722084366,0.03792643809147045
L2-17,2,0.1601796407185629,0.14166666666666666,0.018512974051896225
L2-18,2,0.15410016510731975,0.12643678160919541,0.027663383498124333
L2-19,2,0.1357444809769845,0.11683168316831684,0.018912797808667656
L2-20,2,0.1377672209026128,0.12994350282485875,0.00782371807775406
L2-21,2,0.134624468587624,0.12365591397849462,0.010968554609129377
L2-22,2,0.147073290703394,0.12601626016260162,0.021057030540792387
L2-23,2,0.1416289592760181,0.11931818181818182,0.022310777457836273
L2-24,2,0.13491020586947,0.12260536398467432,0.012304841884795678
L2-25,2,0.15667011375387796,0.1394335511982571,0.017236562555620866
L2-26,2,0.14124824026278743,0.11355311355311355,0.027695126709673876
L2-27,2,0.13769860375541645,0.12475247524752475,0.012946128507891702
L2-28,2,0.1395891690009337,0.12410071942446044,0.015488449576473273
L2-29,2,0.12380556709597008,0.10327868852459017,0.020526878571379914
L2-30,2,0.15548780487804878,0.14437367303609341,0.011114131841955366
L2-31,2,0.17126193001060444,0.15384615384615385,0.017415776164450586
L2-32,2,0.128992628992629,0.10696920583468396,0.022023423157945046
L2-33,2,0.1384326607226654,0.13253012048192772,0.0059025402407376915
L2-34,2,0.13032886723507917,0.10950080515297907,0.0208280620821001
L2-35,2,0.12079566003616636,0.11158798283261803,0.009207677203548328
L2-36,2,0.15934627170582227,0.13333333333333333,0.026012938372488942
L2-37,2,0.15805318615153036,0.15234375,0.005709436151530356
L2-38,2,0.13394342762063227,0.12869565217391304,0.005247775446719227
L2-39,2,0.15135135135135136,0.13690476190476192,0.014446589446589442
L2-40,2,0.12043795620437957,0.11095100864553314,0.009486947558846423
L2-41,2,0.12994585589337776,0.10891089108910891,0.02103496480426885
L2-42,2,0.1251548946716233,0.10509031198686371,0.020064582684759594
L2-43,2,0.172927847346452,0.14356435643564355,0.02936349091080845
L2-44,2,0.1719316416364578,0.14224137931034483,0.029690262326112965
L2-45,2,0.14328210213187903,0.13800424628450106,0.005277855847377971
L2-46,2,0.1518061271147691,0.1478743068391867,0.003931820275582393
L2-47,2,0.14272431427243143,0.12549019607843137,0.01723411819400006
L2-48,2,0.12942155638784852,0.10509031198686371,0.024331244400984817
L2-49,2,0.15461573442473853,0.13711151736745886,0.01750421705727967
