feature,coef,se,p_value,OR_mle,OR_ci_low,OR_ci_high,direction,converged,n_iter,rank_biserial,OR_mle_standard,fdr_q,sig_fdr
Attr49,-0.26499188743352814,0.023882732677113893,0.0,0.7672121740103689,0.7321270728238761,0.8039786285724697,risk-reducing,True,6,0.16799662318345365,0.7673710144992959,0.0,True
Attr38,-0.33302863235540925,0.027655303097275936,0.0,0.7167496716305587,0.6789335434221541,0.7566721319925733,risk-reducing,True,6,0.19998443655024511,0.7165495636860807,0.0,True
Attr25,-0.2985984335950024,0.02538758596995755,0.0,0.741857254579449,0.7058467113829106,0.779704966102194,risk-reducing,True,6,0.2277328243245741,0.7419195336131161,0.0,True
Attr13,-0.3295452944818312,0.02654149377552653,0.0,0.7192507063532223,0.6827915481382096,0.7576566816039348,risk-reducing,True,6,0.2663531858535022,0.7197013282813749,0.0,True
Attr35,-0.4310679422345768,0.028427905527371053,0.0,0.6498147594080801,0.6145987806726821,0.6870485832764193,risk-reducing,True,6,0.27190646366697313,0.6501344042195554,0.0,True
working_capital_to_assets,-0.31382617479199304,0.029909643407588272,0.0,0.7306460218184776,0.6890454819137429,0.7747581592386025,risk-reducing,True,6,0.17964265253815404,0.7309577875402112,0.0,True
Attr30,0.20064314799945124,0.02449034368962442,2.220446049250313e-16,1.2221885535648898,1.1649089813847164,1.2822846113603112,risk-increasing,True,6,-0.16545924809971324,1.221290197282527,5.458596537740352e-16,True
Attr24,-0.2482060799332311,0.030608850197545872,4.440892098500626e-16,0.7801991433224185,0.7347695811680399,0.8284375385728238,risk-reducing,True,6,0.25340678506674086,0.7805067950556677,1.048050535246148e-15,True
Attr52,0.1887518919312075,0.024246386219259324,6.8833827526759706e-15,1.2077412649541435,1.1516893312689631,1.266521207994404,risk-increasing,True,6,-0.12903625516921657,1.206652201566256,1.5619983938764704e-14,True
retained_earnings_to_assets,-0.17540996598756434,0.025913321280266327,1.2958301098819902e-11,0.8391129424776873,0.7975592579718453,0.8828316180845066,risk-reducing,True,6,0.16541476956851542,0.8396012578241908,2.8316287586310156e-11,True
Attr56,-0.1778485143043655,0.030499891989126865,5.50567436086169e-09,0.8370692178975234,0.7884965845751979,0.8886340020471556,risk-reducing,True,6,0.12567453387750516,0.8373930606657063,1.1601242403244275e-08,True
Attr55,-0.23601416382884952,0.04082908375131424,7.4461099508482675e-09,0.7897694876937287,0.7290319669646991,0.8555672068660014,risk-reducing,True,7,0.19450122654998603,0.7894894821328466,1.514898231379475e-08,True
Attr26,-0.2918147393735821,0.062499443922773915,3.0255542486923304e-06,0.7469068955960202,0.6607951485956,0.8442403245159038,risk-reducing,True,8,0.28674606770633415,0.7437087434376702,5.950256689094916e-06,True
Attr63,-0.19969741158316115,0.044234845696376056,6.347173343579371e-06,0.8189785290055454,0.7509650877289223,0.8931518148207181,risk-reducing,True,7,0.18311109001542536,0.8166772799375467,1.1702600852224465e-05,True
Attr41,-0.17859251291552752,0.04052051463918337,1.0459031963838683e-05,0.8364466711776254,0.7725865310004063,0.9055853365941772,risk-reducing,True,7,0.15381846575867497,0.8350804103041264,1.8699481389893403e-05,True
Attr29,-0.13362764971221716,0.03181666395715445,2.670016541994613e-05,0.8749157791017615,0.8220227851278782,0.9312121687748116,risk-reducing,True,6,0.057665083763729696,0.8749155901454504,4.6332639993435935e-05,True
Attr21,-0.14197741220923696,0.03478847621929532,4.4811079425333133e-05,0.8676408543546525,0.810453288284251,0.9288637149452109,risk-reducing,True,6,0.08452365874424106,0.8673123334021424,7.344038016929596e-05,True
Attr43,0.11294846705689253,0.027823888320000968,4.919764830169093e-05,1.1195742365065307,1.0601544955686133,1.1823243463933957,risk-increasing,True,6,-0.055877143677522056,1.1185462805220727,7.84503040486423e-05,True
Attr57,-0.12240501437039962,0.030454428132853,5.837511966011455e-05,0.8847899432820299,0.8335224882256623,0.939210704919905,risk-reducing,True,6,0.10304618203472571,0.8851527487546957,9.063505420912523e-05,True
Attr20,0.10259677984753186,0.029334041695882572,0.0004695825534133391,1.1080445331017839,1.0461357262170061,1.1736170140910263,risk-increasing,True,6,-0.03736858551570754,1.1072892783539356,0.0007103941192663335,True
Attr58,0.10784007455395023,0.03165124265089106,0.0006564851162036422,1.1138695950496316,1.0468700198819252,1.185157136237379,risk-increasing,True,6,-0.06332136449155357,1.1136860291403405,0.0009683155464003724,True
cash_to_current_liabilities,-0.10591222073015502,0.03126522552037943,0.0007052227942432321,0.8995036023800377,0.8460380561839972,0.9563479145891984,risk-reducing,True,6,0.15499161729025002,0.8998075812024613,0.001014832801471968,True
Attr45,-0.10837231463238337,0.044213237039366436,0.014240920030501591,0.8972934587478867,0.8228110703003725,0.9785181315290589,risk-reducing,True,7,0.21123048201731365,0.8928227068405434,0.020005101947609377,True
Attr46,-0.09512667023934024,0.04109824353849818,0.020633932238260044,0.9092577512762681,0.8388882737089347,0.9855301166634609,risk-reducing,True,7,0.27912280264149203,0.9052625449124712,0.02831167446644983,True
