fold_id,n_train,n_holdout,baseline_dr_train,baseline_dr_holdout,q1_dr_0_train,q1_dr_0_holdout,q1_dr_50p_train,q1_dr_50p_holdout,q2_mean_gap,q2_std_gap,q3_coverage_t1_train,q3_coverage_t1_holdout,q3_precision_t1_train,q3_precision_t1_holdout,q4_ccc_b_f1_train,q4_ccc_b_f1_holdout,q5_ratio_train,q5_ratio_holdout,n_L1,n_L2,n_total_factors
0,12537,3163,0.08726170535215762,0.0733480872589314,0.0273,0.0258,0.171,0.17,0.010132876712328768,0.0061536812558401115,0.9817,0.9784,0.091,0.0765,0.2968,0.2682,5.2234432234432235,4.875968992248062,44,29,73
1,12787,3097,0.08532102917025104,0.08395221181788828,0.03541315345699832,0.016260162601626018,0.19101123595505617,0.18421052631578946,0.0028290011370617125,0.006339279439903073,0.9807516040329972,0.9923076923076923,0.08774807282269968,0.08675184936112978,0.28324946081955427,0.29000000000000004,4.072230576441103,8.950288184438039,43,17,60
2,12710,3226,0.08756884343036979,0.08121512709237445,0.03664921465968586,0.03271028037383177,0.1733181299885975,0.20987654320987653,0.005917864861549724,0.006759467338494636,0.9748427672955975,0.9732824427480916,0.0908253808806295,0.0846613545816733,0.29150174621653085,0.29149797570850206,4.019172317044657,4.230008984725966,44,16,60
3,12514,3141,0.08582387725747163,0.08404966571155682,0.027160493827160494,0.046875,0.19636363636363635,0.18009478672985782,-0.001724977293925763,0.006716464056170944,0.9795158286778398,0.9659090909090909,0.0898838004101162,0.08646998982706001,0.2834080717488789,0.2812939521800281,5.429667254068622,3.4250764525993884,40,18,58
4,12560,3165,0.0859076433121019,0.08183254344391785,0.025974025974025976,0.03125,0.15092348284960422,0.13785557986870897,0.013557563080646378,0.007606108168436621,0.9925857275254866,0.9884169884169884,0.08741429970617041,0.08341479309221245,0.29159763313609466,0.2624618514750763,5.282701548318206,3.786780383795309,44,49,93
