bracket,n_train,dr_train,lift_train,n_holdout,dr_holdout,lift_holdout
0,764,0.03664921465968586,0.4185188843886858,214,0.03271028037383177,0.4027609331526004
1–2,1797,0.03060656649972176,0.3495143398126357,453,0.039735099337748346,0.48925736818158844
3–4,1398,0.06151645207439199,0.7024924581001997,338,0.05621301775147929,0.6921496002529474
5–9,2031,0.0758247168882324,0.8658869287056908,500,0.064,0.7880305343511451
10–19,1716,0.07925407925407925,0.9050488295771314,429,0.06293706293706294,0.7749426146372712
20–49,4127,0.12163799370002423,1.3890556153884168,1049,0.10295519542421354,1.2676849635057743
50+,877,0.1733181299885975,1.9792214125382517,243,0.20987654320987653,2.5842050702101593
