thresh,cov_train,prec_train,lift_train,cov_holdout,prec_holdout,lift_holdout
1,0.9925857275254866,0.08741429970617041,1.0175380948188142,0.9884169884169884,0.08341479309221245,1.0193352128836
3,0.9341983317886933,0.09314359637774904,1.084229444397153,0.9343629343629344,0.08796801163213377,1.0749758950413257
5,0.860982391102873,0.10102218355806873,1.175939411945638,0.8687258687258688,0.09719222462203024,1.1876964900723
10,0.742354031510658,0.11204364246747797,1.3042336880366296,0.749034749034749,0.10624315443592552,1.2982995513115996
20,0.6283595922150139,0.12463235294117647,1.4507714114376058,0.5791505791505791,0.10838150289017341,1.3244303345459414
