segment,n_train,dr_train,f1_train,n_holdout,dr_holdout,f1_holdout
A→AA,953,0.015739769150052464,0.0425531914893617,224,0.026785714285714284,0.1818181818181818
BBB→A,1742,0.02640642939150402,0.08000000000000002,432,0.023148148148148147,0.15384615384615385
BB→BBB,2424,0.0429042904290429,0.11009174311926603,628,0.041401273885350316,0.14285714285714288
B→BB,3468,0.07756632064590542,0.14385614385614387,860,0.08372093023255814,0.15486725663716816
CCC→B,3927,0.16297428062133945,0.2834080717488789,997,0.15045135406218657,0.2812939521800281
