thresh,cov_train,prec_train,lift_train,cov_holdout,prec_holdout,lift_holdout
1,0.9807516040329972,0.08774807282269968,1.028446019416921,0.9923076923076923,0.08675184936112978,1.0333479902746883
3,0.922089825847846,0.09559103002660585,1.1203689284603198,0.9230769230769231,0.0947867298578199,1.1290557783448778
5,0.846929422548121,0.10200927357032458,1.1955935665845465,0.8461538461538461,0.10285179990649837,1.2251231704247132
10,0.7112740604949588,0.11295487627365357,1.3238808459314464,0.6846153846153846,0.11021671826625387,1.3128506787330316
20,0.5646196150320807,0.12419354838709677,1.4556030277046803,0.5692307692307692,0.12478920741989882,1.4864314437670254
