factor_id,layer,hit_rate_train,hit_rate_holdout,hit_rate_gap
L1-01,1,0.11549636803874092,0.1238003838771593,-0.008304015838418388
L1-02,1,0.11598062953995157,0.11835973904939422,-0.002379109509442645
L1-03,1,0.11380145278450363,0.1098153547133139,0.003986098071189728
L1-04,1,0.11506782945736434,0.11792014856081709,-0.0028523191034527523
L1-05,1,0.11016949152542373,0.11324376199616124,-0.0030742704707375085
L1-06,1,0.1185866408518877,0.11782477341389729,0.0007618674379904211
L1-07,1,0.11767554479418886,0.12366114897760468,-0.005985604183415816
L1-08,1,0.11864406779661017,0.13051643192488263,-0.011872364128272458
L1-09,1,0.1162227602905569,0.11724137931034483,-0.0010186190197879197
L1-10,1,0.11581541218637993,0.11161939615736505,0.004196016029014885
L1-11,1,0.1256050338818974,0.12586037364798427,-0.0002553397660868817
L1-12,1,0.11867280213126664,0.11823647294589178,0.0004363291853748674
L1-13,1,0.12182126422862678,0.1276595744680851,-0.005838310239458314
L1-14,1,0.12684580004841442,0.12810327706057598,-0.0012574770121615564
L1-15,1,0.11652636242800177,0.11030741410488246,0.006218948323119311
L1-16,1,0.12857142857142856,0.13157894736842105,-0.0030075187969924866
L1-17,1,0.1297820823244552,0.13209393346379647,-0.0023118511393412644
L1-18,1,0.1297820823244552,0.13209393346379647,-0.0023118511393412644
L1-19,1,0.1297820823244552,0.13209393346379647,-0.0023118511393412644
L1-20,1,0.13110788582486696,0.13214990138067062,-0.0010420155558036603
L1-21,1,0.136,0.1332694151486098,0.0027305848513902164
L1-22,1,0.12966553562772662,0.13228035538005922,-0.0026148197523326033
L1-23,1,0.1228495275018173,0.12452830188679245,-0.0016787743849751569
L1-24,1,0.13779812093471452,0.1391304347826087,-0.0013323138478941732
L1-25,1,0.13991769547325103,0.13924050632911392,0.0006771891441371136
L1-26,1,0.1135868248970695,0.10592808551992225,0.007658739377147256
L1-27,1,0.10435835351089588,0.10516252390057361,-0.0008041703896777275
L1-28,1,0.11307506053268765,0.11585944919278253,-0.0027843886600948803
L1-29,1,0.13196125907990314,0.11736178467507274,0.014599474404830393
L1-30,1,0.11468666827969998,0.1218568665377176,-0.007170198258017624
L1-31,1,0.0953995157384988,0.0915032679738562,0.003896247764642591
L1-32,1,0.13123486682808716,0.13098729227761485,0.00024757455047230703
L1-33,1,0.1397094430992736,0.13492822966507176,0.0047812134342018475
L1-34,1,0.11181026137463698,0.11568627450980393,-0.0038760131351669447
L1-35,1,0.13901671106805522,0.13588516746411483,0.0031315436039403843
L1-36,1,0.11404358353510896,0.10863239573229874,0.005411187802810219
L1-37,1,0.09178977960765318,0.09196515004840271,-0.00017537044074952823
L1-38,1,0.10925791636451535,0.11464354527938343,-0.0053856289148680875
L1-39,1,0.1324455205811138,0.12622309197651663,0.00622242860459718
L1-40,1,0.10702179176755448,0.10707269155206287,-5.089978450838195e-05
L2-01,2,0.11186440677966102,0.11579980372914622,-0.0039353969494852065
L2-02,2,0.12877731287773128,0.12287334593572778,0.0059039669420035
L2-03,2,0.1155902920608803,0.12274959083469722,-0.007159298773816922
L2-04,2,0.1331896551724138,0.13822525597269625,-0.005035600800282453
L2-05,2,0.12347684809098294,0.12599681020733652,-0.00251996211635358
L2-06,2,0.12148389726865064,0.12561174551386622,-0.004127848245215587
L2-07,2,0.11726117261172611,0.12359550561797752,-0.006334333006251414
L2-08,2,0.14467876410004904,0.13980582524271845,0.004872938857330589
L2-09,2,0.1314312441534144,0.1303538175046555,0.0010774266487589002
L2-10,2,0.12854030501089325,0.13941480206540446,-0.010874497054511212
L2-11,2,0.14456630109670987,0.1640625,-0.01949619890329013
L2-12,2,0.11486732097419121,0.12301013024602026,-0.008142809271829046
L2-13,2,0.16310461192350956,0.18655097613882862,-0.023446364215319065
L2-14,2,0.11477814448111477,0.1240768094534712,-0.00929866497235643
L2-15,2,0.1491317671092952,0.16468253968253968,-0.01555077257324447
L2-16,2,0.1489785749875436,0.1392156862745098,0.009762888713033796
L2-17,2,0.14032496307237813,0.13168724279835392,0.008637720274024208
L2-18,2,0.12494793835901707,0.12459016393442623,0.00035777442459083986
